取り組む,176
繰り返す,82
受け入れる,80
思い出す,79
引き続く,54
振り返る,48
盛り込む,47
取り上げる,47
付き合う,40
受け取る,40
落ち着く,38
打ち出す,35
取り入れる,34
持ち込む,33
引っ張る,32
呼び掛ける,31
呼び出す,28
茹で上がる,28
立ち上がる,28
取り出す,28
乗り込む,27
生み出す,27
辿り着く,25
取り戻す,25
追い込む,24
作り上げる,24
落ち込む,23
話し合う,23
作り出す,23
飛び出す,23
引き下げる,22
組み合わせる,22
繰り広げる,21
駆け付ける,21
乗り出す,21
引き受ける,21
乗り越える,20
引き継ぐ,20
取り巻く,19
飛び込む,19
盛り上げる,19
盛り上がる,19
混ぜ合わせる,19
受け止める,18
引き出す,18
思い掛ける,17
打ち込む,17
取り付ける,17
追い掛ける,17
思い付く,17
取り込む,17
追い付く,17
振り込む,16
押し付ける,16
書き込む,16
取り除く,16
打ち明ける,15
引き上げる,15
知り合う,15
持ち出す,15
抜け出す,15
踏み込む,15
思い込む,15
受け継ぐ,15
差し出す,14
売り出す,14
切り替える,14
働き掛ける,14
成り立つ,14
買い取る,14
語り合う,14
申し上げる,14
切り出す,13
乗り切る,13
結び付く,13
埋め込む,13
間に合う,13
結び付ける,13
浮かび上がる,13
追い詰める,13
申し込む,13
振る舞う,13
走り回る,13
言い渡す,13
話し掛ける,13
向き合う,13
付け加える,12
巻き込む,12
取り扱う,12
逃げ出す,12
思い切る,12
振り回す,12
引き締める,12
引き起こす,12
取り纏める,12
押し出す,12
踏み切る,11
踏み出す,11
駆け込む,11
立ち上げる,11
言い切る,11
擦れ違う,11
切り開く,11
組み立てる,11
生き残る,11
請け負う,11
積み上げる,11
打ち上げる,11
吹き出す,10
持ち上げる,10
押し込む,10
問い合わせる,10
持ち帰る,10
引き取る,10
受け付ける,10
張り付ける,10
切り取る,10
引き摺る,10
入り込む,10
押し寄せる,9
決め込む,9
思い浮かべる,9
立ち止まる,9
突き込む,9
感じ取る,9
置き換える,9
送り込む,9
語り掛ける,9
思い立つ,9
立ち寄る,9
引っ掛かる,9
詰め込む,9
割り切る,9
切り離す,9
遣り直す,9
飛び交う,9
書き替える,9
取り囲む,9
閉じ込める,8
騙し取る,8
振り向く,8
醸し出す,8
引っ掛ける,8
巻き上げる,8
受け持つ,8
送り出す,8
捜し出す,8
取り替える,8
抱え込む,8
差し込む,8
移り住む,8
漕ぎ着ける,8
触れ合う,8
染み込む,7
投げ出す,7
立ち直る,7
注ぎ込む,7
伸び悩む,7
積み上がる,7
掘り出す,7
噛み締める,7
描き出す,7
包み込む,7
割り込む,7
投げ込む,7
売り込む,7
流し送る,7
立ち入る,7
突き付ける,7
放り込む,7
切り上げる,7
建て替える,7
差し上げる,7
引き付ける,7
立ち並ぶ,7
聞き取る,7
持ち合う,7
見せ付ける,7
組み込む,7
打ち取る,7
積み重ねる,7
抱き締める,7
酔っ払う,7
歩き回る,7
申し立てる,6
駆け巡る,6
押し上げる,6
通り過ぎる,6
起き上がる,6
読み込む,6
吹き飛ぶ,6
立ち向かう,6
言い聞かせる,6
生まれ変わる,6
冷え込む,6
吐き出す,6
生まれ育つ,6
読み取る,6
覗き込む,6
引き渡す,6
積み込む,6
吊り上げる,6
巡り会う,6
飲み込む,6
食い止める,6
乗り換える,6
持ち掛ける,6
待ち受ける,6
繰り出す,6
掛け離れる,6
行き着く,6
駆け寄る,6
締め括る,6
駆け出す,6
引っ越す,6
考え出す,6
湧き出る,6
突き放す,6
込み上げる,6
読み上げる,6
奪い取る,6
打ち切る,6
詰め替える,6
買い上げる,6
差し伸べる,6
競い合う,5
支え合う,5
振り払う,5
送り付ける,5
食い違う,5
汲み取る,5
執り行なう,5
遣り遂げる,5
締め付ける,5
取り締まる,5
取り消す,5
突き進む,5
呼び止める,5
書き直す,5
突き上げる,5
張り切る,5
寄り添う,5
勝ち越す,5
飛び下りる,5
動き回る,5
切り分ける,5
押し通す,5
敷き詰める,5
駆け上がる,5
取り下げる,5
握り締める,5
売れ残る,5
追い出す,5
行き届く,5
取り残す,5
折り畳む,5
突き立てる,5
引き締まる,5
差し掛かる,5
飛び立つ,5
擦り下ろす,5
飛び回る,5
通り抜ける,5
切り抜ける,5
吹き込む,5
思い遣る,5
飛び散る,5
言い替える,5
割り当てる,5
切り捨てる,5
売り上げる,5
立ち返る,5
掻き立てる,5
売り付ける,5
閉じ籠もる,4
分かち合う,4
巻き付ける,4
持ち上がる,4
押し切る,4
押し退ける,4
掛け合う,4
静まり返る,4
付き纏う,4
繰り上げる,4
積み立てる,4
使い分ける,4
引き立てる,4
飛び抜ける,4
踏み入れる,4
貸し出す,4
絡み合う,4
立て直す,4
走り去る,4
引き寄せる,4
取り揃える,4
食み出す,4
呼び寄せる,4
売り越す,4
吹き飛ばす,4
括り付ける,4
持て囃す,4
睨み付ける,4
齧り付く,4
掘り上げる,4
食い込む,4
聞き返す,4
乗り取る,4
差し押さえる,4
問い質す,4
張り替える,4
襲い掛かる,4
締め出す,4
行き詰まる,4
積み増す,4
言い表わす,4
取り付く,4
飲み干す,4
勝ち取る,4
生き延びる,4
這い上がる,4
譲り受ける,4
引き返す,4
抜き去る,4
巻き起こす,4
巻き戻す,4
溶け込む,4
持ち歩く,4
打っ掛ける,4
取り返す,4
願い出る,4
当て嵌まる,4
刳り抜く,4
並び立つ,4
駆け下りる,4
咲き乱れる,4
差し引く,4
投げ掛ける,4
築き上げる,4
引き延ばす,4
向かい合う,4
持ち合わせる,4
流れ出す,4
問い掛ける,4
持て余す,4
忍び込む,4
買い換える,4
滲み出る,4
絞り込む,4
取り掛かる,4
出し合う,4
焼き払う,4
突き出す,4
